Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,PINGAVG,PINGMIN,PINGMAX,PINGSTDEV,PINGLOSS,CELLHEX,NODEHEX,LACHEX,RAWCELLID,NRxRSRP,NRxRSRQ
2019.12.03_09.19.44,-8.482086,51.900862,0,B,13,5G,-80,-11,-6.0,15,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_09.19.45,-8.482086,51.900862,0,B,13,5G,-79,-11,1.0,15,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.46,-8.482086,51.900862,0,B,13,5G,-79,-11,1.0,15,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.47,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-62,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.48,-8.482086,51.900862,0,B,13,5G,-79,-10,1.0,15,-75,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.49,-8.482086,51.900862,0,B,13,5G,-79,-11,-5.0,14,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-12.0
2019.12.03_09.19.51,-8.482086,51.900862,0,B,13,5G,-79,-11,-5.0,14,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-12.0
2019.12.03_09.19.52,-8.482086,51.900862,0,B,13,5G,-80,-11,1.0,14,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.53,-8.482086,51.900862,0,B,13,5G,-80,-11,1.0,14,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-81.0,-10.0
2019.12.03_09.19.54,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,14,-71,0,0,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.55,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,14,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.19.56,-8.482086,51.900862,0,B,13,5G,-79,-11,-1.0,14,-71,0,0,D,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_09.19.57,-8.482086,51.900862,0,B,13,5G,-79,-11,-1.0,14,-71,2,4,D,,,,,,D,A992,9CBA,11112973,-80.0,-11.0
2019.12.03_09.19.58,-8.482086,51.900862,0,B,13,5G,-79,-11,-3.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.19.59,-8.482086,51.900862,0,B,13,5G,-79,-11,-3.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-81.0,-11.0
2019.12.03_09.20.00,-8.482086,51.900862,0,B,13,5G,-80,-10,1.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.20.01,-8.482086,51.900862,0,B,13,5G,-80,-10,1.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-10.0
2019.12.03_09.20.02,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,14,-73,33490,143,D,,,,,,D,A992,9CBA,11112973,-80.0,-9.0
2019.12.03_09.20.03,-8.482086,51.900862,0,B,13,5G,-79,-10,4.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-80.0,-9.0
2019.12.03_09.20.05,-8.482086,51.900862,0,B,13,5G,-79,-10,0.0,14,-73,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-9.0
2019.12.03_09.20.06,-8.482086,51.900862,0,B,13,5G,-79,-10,0.0,12,-71,0,0,I,,,,,,D,A992,9CBA,11112973,-82.0,-9.0
